Especie;Year;Month;Flag;Lat;Lon;Valor
FALn;1995;3;MEX;10.5;-115.5;35
FALn;1995;3;USA;-15.5;-84.5;9
FALn;1995;3;USA;-15.5;-82.5;127
FALn;1995;3;USA;-15.5;-81.5;16
FALn;1995;3;USA;-14.5;-84.5;35
FALn;1995;3;USA;-14.5;-82.5;54
FALn;1995;3;USA;-14.5;-81.5;43
FALn;1995;3;USA;-14.5;-80.5;28
FALn;1995;3;USA;-14.5;-79.5;36
FALn;1995;3;VEN;5.5;-83.5;1
FALn;1995;3;VEN;7.5;-105.5;1
FALn;1995;3;VEN;7.5;-104.5;2
FALn;1995;3;VEN;7.5;-102.5;1
FALn;1995;3;VEN;11.5;-104.5;1
FALn;1995;3;VEN;13.5;-115.5;1
FALn;1995;3;VUT;-8.5;-85.5;7
FALn;1995;3;VUT;-7.5;-85.5;5
FALn;1995;3;VUT;-6.5;-109.5;9
FALn;1995;3;VUT;-6.5;-108.5;2
FALn;1995;3;VUT;-6.5;-88.5;3
FALn;1995;3;VUT;-5.5;-109.5;8
FALn;1995;3;VUT;-5.5;-88.5;5
FALn;1995;3;VUT;-5.5;-85.5;4
FALn;1995;3;VUT;-4.5;-88.5;10
FALn;1995;3;VUT;-4.5;-85.5;4
FALn;1995;3;VUT;5.5;-87.5;1
FALn;1995;3;VUT;5.5;-86.5;135
FALn;1995;3;VUT;5.5;-85.5;10
FALn;1995;3;VUT;6.5;-85.5;5
FALn;1995;3;VUT;6.5;-84.5;8
